Date,Item Name,Sales,DayOfWeek,IsWeekend,isPublicHoliday,isSchoolHoliday,Usage,End Stock,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
2025-01-09,MUFFIN ENGLISH,16465.4,3,0,0,1,120,,,,,,
2025-01-09,BUN MCCRISPY,16465.4,3,0,0,1,30,,,,,,
2025-01-09,BUN REGULAR,16465.4,3,0,0,1,342,,,,,,
2025-01-09,BUN 4 INCH,16465.4,3,0,0,1,266,,,,,,
2025-01-09,BUN GOURMET,16465.4,3,0,0,1,20,,,,,,
2025-01-10,MUFFIN ENGLISH,19102.17,4,0,0,1,136,,,,,,
2025-01-10,BUN MCCRISPY,19102.17,4,0,0,1,40,,,,,,
2025-01-10,BUN REGULAR,19102.17,4,0,0,1,564,,,,,,
2025-01-10,BUN 4 INCH,19102.17,4,0,0,1,310,,,,,,
2025-01-10,BUN GOURMET,19102.17,4,0,0,1,48,,,,,,
2025-01-10,BUN BIG MAC,19102.17,4,0,0,1,130,,,,,,
2025-01-11,BUN GOURMET,17049.47,5,1,0,1,19,,,,,,
2025-01-11,BUN BIG MAC,17049.47,5,1,0,1,82,,,,,,
2025-01-11,BUN REGULAR,17049.47,5,1,0,1,474,,,,,,
2025-01-11,BUN MCCRISPY,17049.47,5,1,0,1,20,,,,,,
2025-01-11,MUFFIN ENGLISH,17049.47,5,1,0,1,235,,,,,,
2025-01-11,BUN 4 INCH,17049.47,5,1,0,1,291,,,,,,
2025-01-13,MUFFIN ENGLISH,13225.28,0,0,0,1,288,,,,,,
2025-01-13,BUN MCCRISPY,13225.28,0,0,0,1,30,,,,,,
2025-01-13,BUN REGULAR,13225.28,0,0,0,1,327,,,,,,
2025-01-13,BUN 4 INCH,13225.28,0,0,0,1,235,,,,,,
2025-01-13,BUN GOURMET,13225.28,0,0,0,1,11,,,,,,
2025-01-13,BUN BIG MAC,13225.28,0,0,0,1,26,,,,,,
2025-01-14,BUN BIG MAC,14425.4,1,0,0,1,86,,,,,,
2025-01-14,MUFFIN ENGLISH,14425.4,1,0,0,1,174,,,,,,
2025-01-14,BUN MCCRISPY,14425.4,1,0,0,1,30,,,,,,
2025-01-14,BUN REGULAR,14425.4,1,0,0,1,391,,,,,,
2025-01-14,BUN 4 INCH,14425.4,1,0,0,1,174,,,,,,
2025-01-14,BUN GOURMET,14425.4,1,0,0,1,12,,,,,,
2025-01-15,BUN BIG MAC,16765.33,2,0,0,1,146,,,,,,
2025-01-15,BUN GOURMET,16765.33,2,0,0,1,34,,,,,,
2025-01-15,BUN 4 INCH,16765.33,2,0,0,1,294,,,,,,
2025-01-15,BUN MCCRISPY,16765.33,2,0,0,1,30,,,,,,
2025-01-15,MUFFIN ENGLISH,16765.33,2,0,0,1,174,,,,,,
2025-01-15,BUN REGULAR,16765.33,2,0,0,1,435,,,,,,
2025-01-16,MUFFIN ENGLISH,17886.26,3,0,0,1,266,,,,,,
2025-01-16,BUN MCCRISPY,17886.26,3,0,0,1,19,,,,,,
2025-01-16,BUN REGULAR,17886.26,3,0,0,1,433,,,,,,
2025-01-16,BUN 4 INCH,17886.26,3,0,0,1,249,,,,,,
2025-01-16,BUN GOURMET,17886.26,3,0,0,1,25,,,,,,
2025-01-16,BUN BIG MAC,17886.26,3,0,0,1,143,,,,,,
2025-01-17,BUN GOURMET,21042.07,4,0,0,1,12,,,,,,
2025-01-17,BUN 4 INCH,21042.07,4,0,0,1,355,,,,,,
2025-01-17,BUN BIG MAC,21042.07,4,0,0,1,129,,,,,,
2025-01-17,BUN MCCRISPY,21042.07,4,0,0,1,29,,,,,,
2025-01-17,MUFFIN ENGLISH,21042.07,4,0,0,1,266,,,,,,
2025-01-17,BUN REGULAR,21042.07,4,0,0,1,583,,,,,,
2025-01-18,BUN BIG MAC,18286.64,5,1,0,1,116,,,,,,
2025-01-18,BUN GOURMET,18286.64,5,1,0,1,33,,,,,,
2025-01-18,BUN 4 INCH,18286.64,5,1,0,1,311,,,,,,
2025-01-18,BUN MCCRISPY,18286.64,5,1,0,1,24,,,,,,
2025-01-18,MUFFIN ENGLISH,18286.64,5,1,0,1,264,,,,,,
2025-01-18,BUN REGULAR,18286.64,5,1,0,1,506,,,,,,
2025-01-19,MUFFIN ENGLISH,16389.67,6,1,0,1,225,,,,,,
2025-01-19,BUN MCCRISPY,16389.67,6,1,0,1,7,,,,,,
2025-01-19,BUN REGULAR,16389.67,6,1,0,1,408,,,,,,
2025-01-19,BUN 4 INCH,16389.67,6,1,0,1,200,,,,,,
2025-01-19,BUN GOURMET,16389.67,6,1,0,1,19,,,,,,
2025-01-19,BUN BIG MAC,16389.67,6,1,0,1,110,,,,,,
2025-01-21,BUN BIG MAC,15823.0,1,0,0,1,116,,,,,,
2025-01-21,BUN MCCRISPY,15823.0,1,0,0,1,-24,,,,,,
2025-01-21,BUN GOURMET,15823.0,1,0,0,1,11,,,,,,
2025-01-21,BUN REGULAR,15823.0,1,0,0,1,376,,,,,,
2025-01-21,MUFFIN ENGLISH,15823.0,1,0,0,1,166,,,,,,
2025-01-21,BUN 4 INCH,15823.0,1,0,0,1,265,,,,,,
2025-01-22,BUN BIG MAC,15976.0,2,0,0,1,85,,,,,, 
2025-01-22,BUN MCCRISPY,15976.0,2,0,0,1,60,,,,,,
2025-01-22,BUN GOURMET,15976.0,2,0,0,1,19,,,,,,
2025-01-22,BUN REGULAR,15976.0,2,0,0,1,516,,,,,,
2025-01-22,MUFFIN ENGLISH,15976.0,2,0,0,1,165,,,,,,
2025-01-22,BUN 4 INCH,15976.0,2,0,0,1,265,,,,,,
2025-01-24,MUFFIN ENGLISH,21804.0,4,0,0,1,232,,,,,,
2025-01-24,BUN REGULAR,21804.0,4,0,0,1,705,,,,,,
2025-01-24,BUN 4 INCH,21804.0,4,0,0,1,387,,,,,,
2025-01-24,BUN MCCRISPY,21804.0,4,0,0,1,44,,,,,,
2025-01-24,BUN BIG MAC,21804.0,4,0,0,1,123,,,,,,
2025-01-24,BUN GOURMET,21804.0,4,0,0,1,20,,,,,,
2025-01-25,BUN MCCRISPY,19704.0,5,1,0,1,14,,,,,,
2025-01-25,BUN 4 INCH,19704.0,5,1,0,1,322,,,,,,
2025-01-25,BUN BIG MAC,19704.0,5,1,0,1,98,,,,,,
2025-01-25,MUFFIN ENGLISH,19704.0,5,1,0,1,300,,,,,,
2025-01-25,BUN REGULAR,19704.0,5,1,0,1,528,,,,,,
2025-01-25,BUN GOURMET,19704.0,5,1,0,1,17,,,,,,
2025-01-26,BUN GOURMET,17427.0,6,1,0,1,6,,,,,,
2025-01-26,BUN MCCRISPY,17427.0,6,1,0,1,2,,,,,,
2025-01-26,BUN BIG MAC,17427.0,6,1,0,1,75,,,,,,
2025-01-26,BUN REGULAR,17427.0,6,1,0,1,367,,,,,,
2025-01-26,MUFFIN ENGLISH,17427.0,6,1,0,1,354,,,,,,
2025-01-26,BUN 4 INCH,17427.0,6,1,0,1,245,,,,,,
2025-01-27,MUFFIN ENGLISH,17165.0,0,0,1,1,60,,,,,,
2025-01-27,BUN REGULAR,17165.0,0,0,1,1,587,,,,,,
2025-01-27,BUN 4 INCH,17165.0,0,0,1,1,324,,,,,,
2025-01-27,BUN MCCRISPY,17165.0,0,0,1,1,60,,,,,,
2025-01-27,BUN BIG MAC,17165.0,0,0,1,1,116,,,,,,
2025-01-27,BUN GOURMET,17165.0,0,0,1,1,20,,,,,,
2025-01-28,MUFFIN ENGLISH,14435.0,1,0,0,1,173,,,,,,
2025-01-28,BUN REGULAR,14435.0,1,0,0,1,380,,,,,,
2025-01-28,BUN 4 INCH,14435.0,1,0,0,1,236,,,,,,
2025-01-28,BUN MCCRISPY,14435.0,1,0,0,1,60,,,,,,
2025-01-28,BUN BIG MAC,14435.0,1,0,0,1,86,,,,,,
2025-01-28,BUN GOURMET,14435.0,1,0,0,1,68,,,,,,
2025-01-29,BUN GOURMET,15137.0,2,0,0,1,24,,,,,,
2025-01-29,BUN BIG MAC,15137.0,2,0,0,1,210,,,,,,
2025-01-29,BUN MCCRISPY,15137.0,2,0,0,1,0,,,,,,
2025-01-29,BUN REGULAR,15137.0,2,0,0,1,420,,,,,,
2025-01-29,MUFFIN ENGLISH,15137.0,2,0,0,1,475,,,,,,
2025-01-29,BUN 4 INCH,15137.0,2,0,0,1,330,,,,,,
2025-01-30,BUN GOURMET,18501.0,3,0,0,1,44,,,,,,
2025-01-30,MUFFIN ENGLISH,18501.0,3,0,0,1,175,,,,,,
2025-01-30,BUN REGULAR,18501.0,3,0,0,1,479,,,,,,
2025-01-30,BUN 4 INCH,18501.0,3,0,0,1,325,,,,,,
2025-01-30,BUN MCCRISPY,18501.0,3,0,0,1,0,,,,,,
2025-01-30,BUN BIG MAC,18501.0,3,0,0,1,86,,,,,,
2025-01-31,MUFFIN ENGLISH,20268.0,4,0,0,1,157,,,,,,
2025-01-31,BUN REGULAR,20268.0,4,0,0,1,492,,,,,,
2025-01-31,BUN 4 INCH,20268.0,4,0,0,1,260,,,,,,
2025-01-31,BUN MCCRISPY,20268.0,4,0,0,1,56,,,,,,
2025-01-31,BUN BIG MAC,20268.0,4,0,0,1,225,,,,,,
2025-01-31,BUN GOURMET,20268.0,4,0,0,1,18,,,,,,
2025-02-03,BUN BIG MAC,16203.15,0,0,0,0,86,,,,,,
2025-02-03,BUN GOURMET,16203.15,0,0,0,0,8,,,,,,
2025-02-03,BUN REGULAR,16203.15,0,0,0,0,449,,,,,,
2025-02-03,BUN 4 INCH,16203.15,0,0,0,0,205,,,,,,
2025-02-03,MUFFIN ENGLISH,16203.15,0,0,0,0,229,,,,,,
2025-02-03,BUN MCCRISPY,16203.15,0,0,0,0,-52,,,,,,
2025-02-04,BUN REGULAR,14744.61,1,0,0,0,414,,,,,,
2025-02-04,BUN GOURMET,14744.61,1,0,0,0,20,,,,,,
2025-02-04,BUN 4 INCH,14744.61,1,0,0,0,204,,,,,,
2025-02-04,BUN MCCRISPY,14744.61,1,0,0,0,0,,,,,,
2025-02-04,MUFFIN ENGLISH,14744.61,1,0,0,0,120,,,,,,
2025-02-04,BUN BIG MAC,14744.61,1,0,0,0,56,,,,,,
2025-02-05,BUN MCCRISPY,16999.52,2,0,0,0,120,,,,,,
2025-02-05,BUN 4 INCH,16999.52,2,0,0,0,296,,,,,,
2025-02-05,MUFFIN ENGLISH,16999.52,2,0,0,0,229,,,,,,
2025-02-05,BUN GOURMET,16999.52,2,0,0,0,-5,,,,,,
2025-02-05,BUN REGULAR,16999.52,2,0,0,0,485,,,,,,
